Job Title,Company,Job Description,Job Type,Skills,Visualization Tools
Data Analyst (CRM),PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),"As Data Analyst, you’ll be working closely with the CRM (customer relationship management) and digital media center of excellence (CoE) teams. This team is in charge for all communications broadcasted to Gojek users. The role demands to be a thought partner in formulating governance rules, strategizing user segments, designing experiments and building data marts for automated reporting. Being in the pivotal role, the work will have a direct impact in growing Gojek by touching millions of users throughout their lifecycle journey.What You'll DoEffective: Identify right users segments across channels, frequency, messaging using data analytics and modelingEfficient: Design experiments and quick insights that speed up decision making and iterate fasterScalable: Build data marts and dashboard to generate campaign results at scaleMaintain: Various sources involved in data mart; Troubleshoot and resolve data-related issues, including data discrepancies, anomalies, and performance bottleneckPartner with Business teams to help them create decisions on data scienceInfluence customer activation and retention for GojekOptimize media spends across channels using techniques like media mix modellingWhat You'll NeedAt least 3 years of experience in Business Intelligence / AnalyticsExpert in SQL (preferably Bigquery) and data visualization (e.g. Tableau, Looker/Google Data Studio, etc)Data pipeline and workflow management tools: Airflow, Git, Asana etcStrong analytical and problem-solving skills, with keen attention to detailComfortable working both independently with minimal guidance and in a team settingExcellent communication skills(English is a must) to collaborate with business and data stakeholdersKnowledge of data modelling in Python/R is a plusDemonstrate ownership and professional work ethicAbout GoTo GroupGoTo Group is the largest digital ecosystem in Indonesia with its mission to “Empower Progress’ by offering technological infrastructure and solutions for everyone to access and thrive in the digital economy. The GoTo ecosystem consists of on-demand transportation services, e-commerce, food and grocery delivery, logistics and fulfillment, as well as financial and payment services through the Gojek, Tokopedia and GoTo Financial platforms.It is the first platform in Southeast Asia that hosts these crucial cases in a single ecosystem, capturing the majority of Indonesia’s vast consumer household.About GojekGojek is Southeast Asia’s leading on-demand platform and pioneer of the multi-service ecosystem with over 2.5 million driver partners across the regions offering a wide range of services such as transportation, food delivery, logistics and more. With its mission to create impact at scale, Gojek is committed to resolving consumer problems and raising standards of living by connecting consumers to the best providers of goods and services in the market.About GoTo FinancialGoTo Financial accelerates financial inclusion through its leading financial services and merchants solutions. Its consumer services include GoPay and GoPayLater and serve businesses of all sizes through Midtrans, Moka, GoBiz Plus, GoBiz, and Selly. With its trusted and inclusive ecosystem of products, GoTo Financial is open to new growth opportunities and aims to empower everyone to Make It Happen, Make It Together, Make It Last.About TokopediaTokopedia is an Indonesian technology company with a mission to democratize commerce through technology. It has been a driving force behind Indonesia's digital development since its foundation in 2009, with more than 99% of districts and empowered around 12 million merchants listed nationwide. With Nakama ranging all across Indonesia, Tokopedia aims to simplify the lives of many to #FindYourPurpose together.GoTo and its business units, including Gojek, Tokopedia, GoToFinancial and GoToLogistics (""GoTo"") only post job opportunities on our official channels on our respective company websites and on LinkedIn. GoTo is not liable for any job postings or job offers that did not originate from us. You should conduct your own due diligence to prevent being victims of any fake job scams, if they did not originate from GoTo's official recruitment channels.",Penuh waktu,"['SQL', 'Python', 'R', 'Git', 'Airflow']","['tableau', 'looker']"
Technical Data Administration,PT Inti Energi Line,"About usBe a part of a leading shipping company in the Oil and Gas trade with a commitment to innovation and excellence. Gain hands-on experience with advanced IT infrastructures and the Sertica ERP system. Enjoy professional growth and mentorship opportunities within a supportive work environment.Qualifications & experienceDiploma/ Bachelor degree in related field with a flavor of handling large volumes of data structured in Excel Sheets.Ability to confidenty work with data and analyze in Excel Sheets.Good Typing speed to copy and paste data from PDF files to Excel Sheets.Strong understanding of marine engineering principles and terminology.Exceptional organizational and analytical skills.Proficiency in document management systems and Microsoft Office Suite.Detail-oriented with a focus on data accuracy and completeness.Excellent communication and collaboration skills.Good in Microsoft Excel Data Analysis and Formatting for Import/ExportPrior experience in marine engineering document control or a related field is preferred.Tasks & responsibilitiesDocument Review and Organization: Thoroughly review vessel particulars documentation, procedures, arrangements manuals, drawings, plans, and technical data. Organize information related to equipment, sparesparts in a structured manner. Group data by Manufacturer, Model Type, and ID number.Data Structuring: Develop and maintain a systematic approach to structure data, ensuring clarity and accessibility. Categorize information to facilitate easy identification and retrieval for various stakeholders.Cross-Checking and Data Validation: Collaborate with relevant teams to cross-check data with Master Data sets to identify and eliminate duplications. Ensure the accuracy and consistency of information across different documents and databases.Registers Management: Maintain comprehensive registers for Dry Dock activities, tracking schedules, and ensuring timely updates. Keep accurate records of Class Status reports, tracking compliance and ensuring adherence to regulatory standards.Quality Assurance: Implement quality assurance measures to guarantee the reliability and integrity of the organized data. Perform regular audits to identify and rectify any discrepancies or inconsistencies.Collaboration: Work closely with various departments, including engineering, operations, and procurement, to gather and validate information. Foster effective communication channels to ensure accurate and up-to-date documentation.Continuous Improvement: Proactively identify opportunities for process improvements in document control and data management. Stay updated on industry best practices and technological advancements to enhance efficiency.",Penuh waktu,['Excel'],['Unknown']
KYB Verifikasi Data,Radikari,"- Proses verifikasi data 
- Memenuhi target harian (productivity & SLA)
Kualifikasi:
1 . Minimal Pendidikan SMA 
2 . Dapat mengoperasikan laptop 
3 . Dapat bekerja shifting/ hari raya 
4. Memiliki kemampuan analisa yang baik 
5 . Mampu berkerja secara individu maupun team 
6 . Berorientasi pada target 
7 . Memiliki attitude yang baik 
- Wanita
- Tanpa Pengalaman Bekerja
- SMA
- 17 - 30 Tahun
- Terima kandidat tanpa foto diri
- Radius 20 km dari penempatan kerja",Paruh waktu,['Unknown'],['Unknown']
Data Analyst,Isixi Private Limited,"Job description & requirementsData AnalystiSIXi is seeking a skilled Data Analyst minimum of 3 years of experience to join our team and contribute to our data-driven decision-making process. As a Data Analyst, you will be responsible for Accountable for analysing and developing complex logical database designs, logical data models and relational data definitions in support of corporate and customer information systems requirements. Understand the methodologies and technologies that depict the flow of data within and between technology systems and business functions/operations. Responsible for the identification and resolution of information flow, content issues and the transformation of business requirements into logical data models. This position identifies opportunities to reduce data redundancy, trends in data uses and multiple sources of data.Who & What are we looking for :Willing to work in Bali, Indonesia and travel as required.A bachelor's degree in a relevant field such as Computer Science, Mathematics, Statistics, Information Systems, or a related field.Strong  knowledge of SQL and database systems.Strong analytical and problem-solving capabilities.Proficiency in programming languages commonly used for data analysis, such as Python or R.Demonstrated experience in data understanding and analysis is important.Experience with data visualisation tools or any analytics application.A team player with the ability to thrive in a fast-paced environment.Self-motivated and able to work with minimal guidance.Fluent communication in the English language, both spoken and written, is a must.Accountabilities :Gather and access relevant data from various sources.Cleanse, transform, and preprocess data to ensure accuracy and reliability.Apply statistical techniques and perform advanced analytics to extract insights and identify trends.Create visualisations, reports, and dashboards to effectively communicate data insights.Track and analyse key performance indicators (KPIs) to assess performance and identify areas for improvement.Work with cross-functional teams and stakeholders to understand their data needs and provide analytical support.Ensure data integrity through validation, quality control, and adherence to data governance standards.Identify opportunities for automation, streamline workflows, and enhance data analysis processes.Stay updated with industry trends, tools, and techniques in data analysis.Ensure compliance with data privacy regulations and maintain data confidentiality.SkillsMySQLPythonBusiness AnalysisCultureAt ISIXI Private Limited, we are energetic, innovative, progressive, vibrant and open.Benefits and perks of working with us include:Compensation:Bonuses, Competitive salariesProgression:Professional developmentWelfare:Health insurance",Penuh waktu,"['SQL', 'Python', 'R', 'Database']",['Unknown']
Lead Data Engineer - Data Product,PT Mid Solusi Nusantara (MEKARI),"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Mekari Talenta, Mekari Jurnal, Mekari KlikPajak, Mekari Flex, Mekari Sign & Mekari Qontak) have been used by tens of thousands of businesses in Indonesia.To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.Key responsibilities:Manage a team of highly motivated data engineers to achieve success and drive the company forwardContribute in developing team OKR related to Data team’s process and results.Leading project executions and developing ideas for future initiatives.Collaborate with internal teams to fulfill the requirements of a rapidly growing data-driven company.Analyze data from a large number and variety of data sources.Maintaining the performance of our data analytics platform to ensure accurate, reliable, and timely delivery of key insights for decision-making.Collaborate with data analysts, data scientists, and business process owners in order to provide them with needed data and infrastructure.Mentoring junior data engineers in day-to-day operations to improve team quality.Requirements:A degree or higher in Computer Science, Software Engineering, or other related technical disciplines.5+ years of industry experience in software and/or data engineering.Have a good understanding of data modelingFluency in programming with Python/Java/Scala and SQL.Experienced with data engineering tools such as Spark, Kafka, and Airflow.Familiarity with cloud big data environments such as AWS (EMR, Glue, Athena, Redshift) and GCP (BigQuery, Dataflow, Dataproc).Proficiency in software engineering best practices such as clean/maintainable code, Git, code review, unit/integration testing, Infrastructure as Code, and Continuous Integration/Continuous Delivery.Working Arrangement: Hybrid.Office location: Sudirman, Jakarta, Indonesia.Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.We wish you the best. Hope to see you around soon!",Penuh waktu,"['SQL', 'Python', 'AWS', 'GCP', 'spark', 'kafka', 'Git', 'Airflow', 'Big Data']",['Unknown']
Data Scientist Tech Lead,Asuransi Astra,"Menganalisis data penjualan mobil bekas dan perilaku pengguna di platform website untuk mengidentifikasi tren, pola, dan wawasan bisnis yang dapat meningkatkan efisiensi dan strategi pemasaran.Menggunakan alat dan teknik analisis data untuk menyusun laporan dan presentasi yang informatif, serta memberikan rekomendasi berdasarkan hasil analisis untuk mendukung pengambilan keputusan dalam perusahaan.Berkolaborasi dengan tim pengembangan dan data engineer untuk memahami dan memanfaatkan sumber data yang relevan, serta membantu dalam pengembangan alur kerja data (data pipelines) yang diperlukan untuk analisis data yang efisien.Menerapkan teknik machine learning dan kecerdasan buatan (artificial intelligence) untuk membangun model prediktif yang mendukung perusahaan dalam pengambilan keputusan bisnis yang lebih tepat dan akurat dalam penjualan mobil bekas.Gelar Sarjana dari jurusan Teknik Informatika/Sistem Informasi/Teknik Komputer/Manajemen Informatika atau bidang terkait dari universitas terkemuka dengan IPK minimal 3,00.Minimal 3 tahun pengalaman kerja secara keseluruhan dan pengetahuan mengenai analisis dan pengolahan data.Memiliki kompetensi dalam Statistical Analysis, Machine Learning, Data Visualization, Programming Language (Python, R, SQL), Big Data Technologies (Hadoop, Spark, NoSQL), Data Cleaning & preprocessing, Business Acumen.Kemampuan interpersonal, analisis, dan komunikasi yang kuat.Bersedia bekerja di kantor (lokasi: Jakarta)",Penuh waktu,"['SQL', 'Python', 'R', 'Machine Learning', 'NoSQL', 'Hadoop', 'spark', 'Big Data']",['Unknown']
Junior Data Analyst - Tribun Network,Kompas Gramedia - KG Media,"Job description & requirementsJob Description:Analyzes data that covers qualitative textual analysis and quantitative analysis to identify trends, pinpoint problems, and determine root causes.Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple Tribun sub-networkPerform data cleaning, transformation, and validation for Tribun’s dataMaintain data documentation and support our cross-functional teams to use in assessing performance and quality data.Develop and present reports, charts, graphs, and tables; for internal stakeholders, sub-company, or third parties.Curiosity-driven and open-minded towards unfamiliar quantitative domains and unfamiliar data sourcesRequirement:Bachelor's degree in data analytics, statistics, mathematics, or a related technical field or equivalent practical experienceMin. 6+ months of industry experience in handling data, reporting, and analysisExperience in quantitative and analytical skillsFamiliarity with analytical or business intelligence software such as Quicksight, Tableau, or Looker StudioFamiliarity in writing SQL Queries (e.g. MySQL, PostgreSQL, etc.)Familiarity with AWS Data workflow (e.g Lake Formation, Glue, Crawler, Data Catalog, and Athena) is a plusExperience or previously involved in the ETL process is a plusSkillsData AnalysisQuickbooksTableauMySQLPostgreSQLAmazon Web Services (AWS)CultureAbout the company",Penuh waktu,"['SQL', 'MySQL', 'AWS']","['tableau', 'looker']"
ML Engineer,Asuransi Astra,"Merancang, mengembangkan, dan mengimplementasikan model-machine learning yang efektif dan skalabel untuk memecahkan masalah yang kompleks, menggunakan algoritma yang sesuai dan teknik yang diperlukan.Mengumpulkan, membersihkan, dan menganalisis data untuk memahami tren, pola, dan insight yang relevan yang dapat diterapkan dalam pengembangan model-machine learning.Mengevaluasi kinerja model secara berkala, melakukan tuning parameter, dan memperbaiki model agar tetap relevan dan sesuai dengan kebutuhan bisnis atau proyek.Berkolaborasi dengan tim lintas disiplin, seperti data engineers, data scientists, dan stakeholders bisnis, serta berkomunikasi secara efektif mengenai proses, hasil, dan implikasi dari model yang dikembangkan.Memastikan bahwa pengembangan dan penerapan model-machine learning mematuhi prinsip etika yang relevan dan menjaga aspek keamanan serta privasi data.Terus memperdalam pengetahuan tentang teknologi terbaru, algoritma, dan perkembangan dalam dunia machine learning untuk menghadirkan solusi yang inovatif dan efektif.Menyediakan solusi yang kreatif dan efisien terhadap tantangan teknis atau metodologis dalam pengembangan model-machine learning.Gelar Sarjana dari jurusan Teknik Informatika/Sistem Informasi/Teknik Komputer/Manajemen Informatika atau bidang terkait dari universitas terkemuka dengan IPK minimal 3,00.Minimal 1 tahun pengalaman kerja secara keseluruhan dan pengetahuan mengenai bidang terkait.Memiliki kompetensi dalam Programming Language (Python), Library & Framework (TensorFlow / PyTorch / Scikit-Learn / Keras), AI Modelling (Python), Machine Learning Algorithm & Deep Learning, Data Cleansing, Prepartaion, and Manipulation (Python), Teamwork & Collaboration.Kemampuan interpersonal, analisis, dan komunikasi yang kuat.Bersedia bekerja di kantor (lokasi: Jakarta)",Penuh waktu,"['Python', 'Machine Learning', 'tensorflow', 'Deep learning', 'scikit-learn']",['Unknown']
Junior Data Scientist - Tribun Network,Kompas Gramedia - KG Media,"Job description & requirementsJob Description :● Collaborate with different functional teams to integrate model and monitor outcomes● Research, benchmark, and implement algorithms of state-of-the-art (SOTA) from assessing research papers● Develop and perform A/B testing framework and test model performance● Perform predictive modeling to optimize data insight, Ads targeting, customer experience, revenue generation, and other business outcomes● Involve in end-to-end Machine Learning development lifecycle● Craft products and find opportunities out of analyses that are suitable for our business needs.Requirement:●  Bachelor's degree in Computer Science, Mathematics, or a related technical field or equivalent practical experience●  Min. 6+ months of experience in modeling and data analysis●  Technical Experience in feature engineering, model building, data processing, and statistical analysis●  Experienced in modeling user personalization systems with conventional and advanced approaches.●  Fundamentals in software engineering with respective libraries and hands-on implementation with Python and R●  Basic with extracting and aggregating data from large datasets using SQL or other tools●  Familiarity with working with the AWS Sagemaker environment is a plus.SkillsData SciencePythonRSQLAmazon Web Services (AWS)CultureAbout the company",Penuh waktu,"['SQL', 'Python', 'R', 'AWS', 'Machine Learning']",['Unknown']
Lead Data Scientist,PT. GAWE BECIK NADHAH ANUGRAH,"PT. Gawe Becik Nadhah Anugrah (GENAH) yang merupakan perusahaan pemasaran Digital Marketing (Facebook Ads, TikTok Ads dan Google ads) yang berlokasi di Yogyakarta dan saat ini sedang membutuhkanLead Data Scientistdengan penjelasan sebagai berikut:Deskripsi Pekerjaan :Melakukan manajemen dan monitoring dan data laporan yang dikelolaMenyediakan dashboard marketing perusahaan dan menganalisanyaMelakukan proses analisa data marketing sesuai permintaan dari Manager KomersialMengembangkan sistem manajemen data yang efektif untuk kebutuhan laporan tim terkaiMelakukan riset yang berkaitan dengan data mentah ataupun data yang akan di olah untuk memprediksi pembuatan keputusan marketing di masa yang akan datang.Kualifikasi :Pendidikan minimal D3, lebih disukai dari jurusan Statistika, Informatika dan MatematikaMemiliki pengalaman minim 1 tahun dalam bidang yang samaMenguasai dan familiar dalam penggunaan Google Spreadsheet serta ExcelMenguasai dan familiar dalam pengguaan database My SQLPaham dan familiar dalam penggunaan software viasualisasi data Tableau, Power BI, Google Looker.Familiar dan menguasaui dalam penggunaan Phytoon, Spark, dan Scala.",Kontrak,"['Database', 'spark']","['tableau', 'power bi', 'looker']"
Head of Data Integration Management - Digital Bank,PT Michael Page Internasional Indonesia,"This role will have the responsibility of setting up the Data Management, creating standardized SOP, and all the best practices in between.Client DetailsClient is one of the Digital Banks, backed by a big conglomerate group.DescriptionDefine and implement data management strategy and methods by which the organization acquires, analyses, governs, and manages data.Integrating the old data infrastructure from the old core core bankingEstablish a robust data architecture to accommodate evolving regulatory requirements flexible enough to support a wide range of future growth initiatives.Bridge the gap between IT & core functions of the organisation by aligning expertise in core functions with well-defined information infrastructure.Reduce costs and redundancies that result from multiple isolated data programs across various functions of organisation.Understand current governance structure of organisation and provide consultation in creating data governance policies and framework.Identify best practices and global governance trends across industry and provide insights to the governance leadership committee.Analyse inputs from management on existing data issues, governance practices to understand current practices and pain areas and provide perspective to mitigate issues raised.Accountable for ensuring clearly defined data access policies to ensure implementation and management.Implement and maintain the robust performance of all required data management system and data reporting to support and enable the business of the organization.Manage all regulatory requests and matters related to data management.ProfileBachelor's degree or above, preferably in Computer Science, Statistics or Mathematics.10 years of working IT experience in the financial industry and 3 years of related management experience.Good data management experience in Data Strategy, Data Governance, Data Architecture, Data Analytics.Experienced with Data Science technology such as Machine Learning, Python, R, Automation, Tableau, PowerBI, Spark, Kafka, SQL etc.Knowledge of leveraging data management and analysis on cloud platform.Experienced in managing data management projects and implementation of data management systems.Good understanding of MAS data management requirements and have experience liaising and managing regulators' expectations.Familiar with industry data management standards.Experienced in managing and working well with multiple stakeholders at all levels.Experienced in advising and convincing stakeholders.Excellent communication and presentation skills.Excited to work in a fast-paced environment.Job OfferJoin a multinational company and experience international exposureBacked by one of the biggest conglomerates in IndonesiaTo apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Clairine Lonteng on+62 21 2958 8896.",Penuh waktu,"['SQL', 'Python', 'R', 'Machine Learning', 'spark', 'kafka']",['tableau']
Content / Data Labelling,PT Main Games Indonesia (Jakarta),"Exciting Content / Data Labelling Opportunity!Join our Gaming Expert Team!Requirements:Open to all enthusiastic individuals!Fresh graduates are warmly welcomed!have a good knowledge of the GAME trend (Gamers will be a plus).Proficiency in Excel/Spreadsheet for efficient data management.Fluent and active English communication skills.Willing to work from the office (on-site) in South Jakarta.Responsibilities:Accurately label and categorize data.Collaborate with some divisions.Utilize Excel/Spreadsheet to organize and present data in a clear, concise manner.Contribute actively to team discussions and brainstorming sessions.",Penuh waktu,['Excel'],['Unknown']
Data Engineer (Phyton),PT JAC Consulting Indonesia,"About usOur client is one of the biggest conglomerates in Indonesia.
As the sole agent (ATPM) of one of the largest automotive two-wheelers in Indonesia, they want to develop an application that will be used to expand the business with the dealer and also the consumers.Qualifications & experienceEducation Qualification: S1 from from reputable university from Computer Science,
Information System or Mathematics preferred+2 years work experience as Data Engineer in digital companies preferred4 years work experienceTasks & responsibilitiesDesign, develop, test and maintain highly scalable data infrastructure (Analytics Architecture)Build data quality checks: Monitor data collection, storage and retrieval processesExplore and integrate new big data technologies and software engineering tools into current
infrastructuresCollaborate with Data and IT team members in enhancing the data platformDevelop real-time and batch data ingesting and processing pipelines to be used for analysis,
machine learning, dashboards, alerts and visualizations.Work closely with partner teams to establish the optimal technical solution to business
problemsMonitor & manage data pipelines, ensuring accuracy and stabilityIndividual KPI:
• % time to implementation
• % accuracy of system to output
• # tables in beta testing vs. production
• % budget spendingBenefitsCompetitive SalaryGood annual bonus",Penuh waktu,"['Machine Learning', 'Big Data']",['Unknown']
Data Analyst,PT Alternative Media Group,"Minimal S1 dari jurusan statistik, matematika, atau teknik informatika.Menganalisis data dan informasi bisnis dari berbagai sumber untuk menghasilkan insight atas tren/pola dari data untuk mendukung pengambilan keputusan bisnis bagi para stakeholder.Mengidentifikasi, mengumpulkan, dan membersihkan data terstruktur maupun tidak terstruktur dari berbagai sumber untuk menyiapkan proses analisis data.Mengembangkan produk atau existing data untuk use case baru dalam analisis data.Menganalisis dan menginterpretasi data dalam jumlah besar dengan mempertimbangkan informasi bisnis terkait untuk mengidentifikasi dan memahami tren/pola data.",Penuh waktu,['Unknown'],['Unknown']
Data Analyst - CS2,Orang Tua Group,"Kualifikasi:Pendidikan min. S1 jurusan Teknik Industri, Sistem Informasi, Statistik, dan Matematika dengan IPK min. 3.00.Usia 23-30 tahun.Terbuka untuk fresh graduates.Terbiasa mengolah data yang kompleks dan analisa data.Bersedia ditempatkan di Jakarta Barat.Deskripsi Pekerjaan:Melakukan analisa data penjualan.Membantu membuat report dan dashboard untuk data penjualan.",Penuh waktu,['Unknown'],['Unknown']
Backend Engineer,PT Tibeka Logistik Indonesia,"Job description & requirementsRequirements:Bachelor's degree in Engineering, Computer Science, or related major2+ years of experience Back-End Engineer or similar position2+ years of experience using GoLanguageStrong data structures and computer science fundamentalsStrong OOP understandingDevelopment experience in object-oriented programming languages and patterns.Familiar with HTTP protocolFamiliar with performance tuning of Web Server, massive concurrency handling, and caching mechanismsExperienced in using version control (Git)Experienced in web server development using GoExperienced in designing and implementing efficient database structure for web serverExperienced in developing API using JSON-based REST API or gRPCResponsibilities:Develop clean and stress-proof web server application.Design and implement web backend services using Go or Python + Django/FlaskResearch, analyze, test, benchmark, and evaluate new technology.Improve the ease of use of our GDK (GitLab Development Kit).Improve Review apps for CE/EE (GDK in the cloud).Build automated tooling to speed up issue and merge request review and triageMaintain existing server application.Write high-quality, clean, maintainable code using engineering best practices (unit testing, source control, continuous integration, automation, design patterns, etc.).Write, manage, and update documentation related with developmentSkillsHTML+CSSMySQLGolangNode.jsMongoDBCultureWaresix.comis a tech startup building on-demand warehousing. We are one of the fastest growing companies in Indonesia, with expanding operations and relationships throughout Indonesia. Serving companies of all sizes, Waresix makes their business better than others.We offer enormous opportunities for employees to explore themselves. This is a great place to build careers and be part of an innovative and creative team.  A dynamic and tech-driven company where we can work happily, passionately, and grow incredibly.About the companyWaresix connects shippers and businesses with available warehouses and trucks across Indonesia, providing better transparency, quality of service, and improved incomes for asset owners.",Penuh waktu,"['Python', 'Database', 'Git']",['Unknown']
Lead Data Engineer (Cermati.com),Company Confidential,"Job description & requirements🙌🏻About UsCermati is a financial technology (fintech) startup based in Indonesia. Cermati simplifies the process of finding and applying for financial products by bringing everything online so people can shop around for financial products online and can apply online without having to physically visit a bank.Our team hailed from Silicon Valley Tech companies such as Google, Microsoft, LinkedIn and Sofi as well as Indonesian startups such as Doku, Touchten. We have graduates from well known universities such as Universitas Indonesia, ITB, Stanford, University of Washington, Cornell and many others. We are building a company with the same culture of openness, transparency, drive and meritocracy as Silicon Valley companies. Join us in our cause to build a world class fintech company in Indonesia.💰SalaryVery competitive👑Job RoleLead and mentor junior engineers to develop their skills and grow their careersUnderstand and improve company business with the help of your engineering teamHire and help the company find new engineering talentResponsible for managing, and growing your team as well as your team member's promotions, demotions, hiring, firing, etc.Ensure that your team is happy, motivated, and productive at Cermati Fintech GroupWork with your team to build features, maintain old code, improve and clean the code that your team ownsContribute to design decisions and review each other's codeMake sure the code that your team owns will be available 24/7 and you're willing to troubleshoot and maintain the services that your team ownsWork together with the product manager to set the feature specs and set the target deadlineDrive the projects so you can meet the deadline with your team⛩️RequirementsBachelor’s Degree (S1) in Computer Science or related field. Or if you don't have a Bachelor's degree, prove to us that you can code at the same level as other software engineerShould have a minimum of 5+ yrs of experience in a data engineering / data architect / software engineering roleHad as lead, managing and handling people in a teamProven record of good mentorship and leadership in delivering high quality projectsStrong hands-on experience in java, python is required. Must have shipped multiple projects with a major hands-on contribution to each projectExperience in Big data technologies: Hadoop ecosystem (map-reduce, spark, Kafka)Experience in different storage technologies: OLTP like Postgres, OLAP like Redshift, Google BigQuery, NoSQL like Redis, HBase, KafkaFamiliarity with machine learning algorithms and concepts (gradient descent, logistic regression) and software libraries like pandas, TensorFlow, etc.Fluent in English (both spoken and written)🎁 PerksPeriod LeaveMedical InsuranceSkillsJavaPythonBig DataTeam LeadershipCultureCheck out more here - https://talent.usedeall.com/About the companyDeall is a curated job portal, where only the talents we have curated can apply to vacancies.",Penuh waktu,"['Python', 'Postgres', 'Machine Learning', 'tensorflow', 'pandas', 'NoSQL', 'Hadoop', 'spark', 'kafka', 'Big Data']",['Unknown']
Machine Learning Engineer,PT Nomura Research Institute Indonesia,"JOB DESCRIPTIONSA Machine Learning Engineer trains, validates and evaluates machine learning and deep learning models which perform predictive tasks in various domains such as computer vision, natural language understanding and time-series analysis. Some examples include visual recognition models, activity detection using sensor data and demand forecasting.Translate and refine business goals into appropriate machine learning objectives.Design and implement ML/DL solutions and integrate them with various Big Data platforms and architectures.Create and maintain ML pipelines that are scalable, robust, and ready for production.Collaborate with domain experts, software developers, and data scientists.Troubleshoot ML/DL model issues, including recommendations for retrain, re-validate, and improvements/optimization.REQUIREMENTS:Hands-on experience in building ML models deployed into real-world business applications or research.Working knowledge of ML/DL algorithms (classification, regression, clustering, hyperparameter tuning, etc).Proficiency with Python and libraries for machine learning such as scikit-learn and pandas.Good understanding of Deep learning frameworks such as Tensorflow, Keras, PyTorch, MXNet, etc.Experience in using computer vision libraries such as OpenCV, PIL.PREFERRED:Experience working with cloud services platform (AWS or GCP) to build ML/DL pipelines.﻿Experience in multi-GPU model training with CUDA.Experience in ML experiment tracking tools (e.g. WandB, Neptune, TensorBoard).Experience in model deployment using Docker (e.g. AWS SageMaker, Google Kubernetes Engine).Experience in model compression or quantization for on-edge-device inference.Experience with Continuous Integration and Continuous Delivery(CI/CD).Relevant certifications in machine learning and cloud technologies (e.g., AWS, Coursera) would be a plus.Notes:Work Remotely: Yes",Penuh waktu,"['Python', 'AWS', 'GCP', 'Machine Learning', 'OpenCV', 'tensorflow', 'Deep learning', 'scikit-learn', 'pandas', 'CI/CD', 'WandB', 'Neptune', 'Kubernetes', 'docker', 'Big Data']",['Unknown']
Data Engineer (JULO),Company Confidential,"Job description & requirements🙌🏻About UsJULO is a financial technology company that is working on a financial super app. We started off with the lending arm and have excelled at it. Hundreds of thousands of Indonesians now use JULO apps to get access to a decent credit product. It's our mission to help millions of Indonesians get a better life. That's how we'll build a company future generations will be proud of.We have just closed our Series B round and are now tapping into other financial territories, to eventually provide a one stop financial solution to all Indonesians.💰SalaryVery competitive👑Job RoleTechnical skills:Experienced with a diverse set of data technologies (for example, but not limited to: Redshift, Elastic Search, PostgreSQL, Spark, Kafka, Hadoop, Airflow, Docker/Kubernetes)Fluency in SQL, Java, Python, or equivalentExperienced in setting up and managing cloud services in at least one of the major cloud solutions providers (AWS, GCP, Azure, or AliCloud)Able to benchmark systems, analyze performance and bottlenecks and propose solutions to resolve them.Personal skills:Excellent written and verbal communication, able to switch between technical and plain language when discussing workAble to plan and schedule work in cooperation with project and product managersAble to work in teams, understand and empathize with all major stakeholders, take the lead on initiatives and direct and manage data engineersAble to work in a fast-paced agile development environment⛩️Requirements1 - 2 years of experience in building highly available distributed computing systems and data pipelines at scaleProven experience in designing large data warehouses, high performance data processing pipelines, and developing ETL tools or equivalentAble to clearly articulate pros and cons of different technologies, solutions and platformsAble to document use cases, solutions and recommendationsUnderstanding of software design principles and best practices (test driven development, source control management etc)🎁 PerksMedical InsuranceDental InsuranceTHR / Bonus systemCompetitive SalaryPeriod LeaveFree Food / SnacksTeam Building ActivitySelf-development AllowanceCasual Dress CodeCompany OutingsChildcare AssistancePaid Maternity / Paternity LeavePaid Sick DaysProfessional DevelopmentRecreational AreaVacation TimeWellness ProgramSkillsAmazon Web Services (AWS)PostgreSQLRedshiftCultureCheck out more here - https://talent.usedeall.com/About the companyDeall is a curated job portal, where only the talents we have curated can apply to vacancies.",Penuh waktu,"['SQL', 'Python', 'Azure', 'AWS', 'GCP', 'Kubernetes', 'docker', 'Hadoop', 'spark', 'kafka', 'Airflow']",['Unknown']
