Job Title,Company,Job Description,Job Type,Skills,Visualization Tools
Junior Data Analyst - Tribun Network,Kompas Gramedia - KG Media,"Job description & requirementsJob Description:Analyzes data that covers qualitative textual analysis and quantitative analysis to identify trends, pinpoint problems, and determine root causes.Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple Tribun sub-networkPerform data cleaning, transformation, and validation for Tribun’s dataMaintain data documentation and support our cross-functional teams to use in assessing performance and quality data.Develop and present reports, charts, graphs, and tables; for internal stakeholders, sub-company, or third parties.Curiosity-driven and open-minded towards unfamiliar quantitative domains and unfamiliar data sourcesRequirement:Bachelor's degree in data analytics, statistics, mathematics, or a related technical field or equivalent practical experienceMin. 6+ months of industry experience in handling data, reporting, and analysisExperience in quantitative and analytical skillsFamiliarity with analytical or business intelligence software such as Quicksight, Tableau, or Looker StudioFamiliarity in writing SQL Queries (e.g. MySQL, PostgreSQL, etc.)Familiarity with AWS Data workflow (e.g Lake Formation, Glue, Crawler, Data Catalog, and Athena) is a plusExperience or previously involved in the ETL process is a plusSkillsData AnalysisQuickbooksTableauMySQLPostgreSQLAmazon Web Services (AWS)CultureAbout the company",Penuh waktu,"['SQL', 'MySQL', 'AWS']","['tableau', 'looker']"
ML Engineer,Asuransi Astra,"Merancang, mengembangkan, dan mengimplementasikan model-machine learning yang efektif dan skalabel untuk memecahkan masalah yang kompleks, menggunakan algoritma yang sesuai dan teknik yang diperlukan.Mengumpulkan, membersihkan, dan menganalisis data untuk memahami tren, pola, dan insight yang relevan yang dapat diterapkan dalam pengembangan model-machine learning.Mengevaluasi kinerja model secara berkala, melakukan tuning parameter, dan memperbaiki model agar tetap relevan dan sesuai dengan kebutuhan bisnis atau proyek.Berkolaborasi dengan tim lintas disiplin, seperti data engineers, data scientists, dan stakeholders bisnis, serta berkomunikasi secara efektif mengenai proses, hasil, dan implikasi dari model yang dikembangkan.Memastikan bahwa pengembangan dan penerapan model-machine learning mematuhi prinsip etika yang relevan dan menjaga aspek keamanan serta privasi data.Terus memperdalam pengetahuan tentang teknologi terbaru, algoritma, dan perkembangan dalam dunia machine learning untuk menghadirkan solusi yang inovatif dan efektif.Menyediakan solusi yang kreatif dan efisien terhadap tantangan teknis atau metodologis dalam pengembangan model-machine learning.Gelar Sarjana dari jurusan Teknik Informatika/Sistem Informasi/Teknik Komputer/Manajemen Informatika atau bidang terkait dari universitas terkemuka dengan IPK minimal 3,00.Minimal 1 tahun pengalaman kerja secara keseluruhan dan pengetahuan mengenai bidang terkait.Memiliki kompetensi dalam Programming Language (Python), Library & Framework (TensorFlow / PyTorch / Scikit-Learn / Keras), AI Modelling (Python), Machine Learning Algorithm & Deep Learning, Data Cleansing, Prepartaion, and Manipulation (Python), Teamwork & Collaboration.Kemampuan interpersonal, analisis, dan komunikasi yang kuat.Bersedia bekerja di kantor (lokasi: Jakarta)",Penuh waktu,"['Python', 'Machine Learning', 'tensorflow', 'Deep learning', 'scikit-learn']",['Unknown']
Junior Data Scientist - Tribun Network,Kompas Gramedia - KG Media,"Job description & requirementsJob Description :● Collaborate with different functional teams to integrate model and monitor outcomes● Research, benchmark, and implement algorithms of state-of-the-art (SOTA) from assessing research papers● Develop and perform A/B testing framework and test model performance● Perform predictive modeling to optimize data insight, Ads targeting, customer experience, revenue generation, and other business outcomes● Involve in end-to-end Machine Learning development lifecycle● Craft products and find opportunities out of analyses that are suitable for our business needs.Requirement:●  Bachelor's degree in Computer Science, Mathematics, or a related technical field or equivalent practical experience●  Min. 6+ months of experience in modeling and data analysis●  Technical Experience in feature engineering, model building, data processing, and statistical analysis●  Experienced in modeling user personalization systems with conventional and advanced approaches.●  Fundamentals in software engineering with respective libraries and hands-on implementation with Python and R●  Basic with extracting and aggregating data from large datasets using SQL or other tools●  Familiarity with working with the AWS Sagemaker environment is a plus.SkillsData SciencePythonRSQLAmazon Web Services (AWS)CultureAbout the company",Penuh waktu,"['SQL', 'Python', 'R', 'AWS', 'Machine Learning']",['Unknown']
Data Engineer,Yayasan Bina Nusantara,"Job description & requirementsJob Descriptions:Create and maintain optimal data pipeline architecture for report, business intelligence (BI) dashboard.Create report and business intelligence (BI) dashboard need by organization.Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery that needed by BI and reporting servicesCreate the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and big data technologies.Create analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency, and other key business performance metrics.Create data tools for analytics in building and optimizing reporting services.Ensure the effectiveness and efficiency of operational database system.Monitor database & system operational activities in Bina Nusantara.Maintain data security and accuracy in Bina NusantaraProvide excellent service towards users, in relation to database authorization, change and withdrawal (web & workgroup)Requirements :Minimum Bachelor Degree in Computer Science or related fieldHad experience as Data Analyst or related field is a plusUnderstanding of structured query language (SQL)Demonstrated experience with BI Tools (Tableau, Power BI, OBIEE, Qlikview, etc.).Experience interpreting data and analyzing results using statistical techniquesExperience presenting findings to business partners across the organization, including executive leadershipExperience with database software/web applicationsStrong analytical and organisational skillsAbility to work well in a fast paced environment, where the technology is constantly changingSkillsSoftware EngineeringAnalyticsData AnalysisCultureBased on our belief in God, our passion for education, and our view of a bright future, we are committed to developing the nation and to building a global community through education and technology.This commitment is reflected in the values of Bina Nusantara, which become theguidance of our actions:Striving for excellence.
We continuously do our best to achieve high quality results in every aspect of our work.Perseverance.
We stay calm, focused, never give up, and quickly recover in overcoming challenges.Integrity.
We are honest, transparent, sincere, and courageous in doing the right thing.Respect.
We Care for others; we value differences and contributions from every individualInnovation.
We encourage creative, breakthrough, and sustainable ideas to continuously improve processes in order to achieve better results.Teamwork.
We believe in the importance of collaborative, effective, and trustful working relationships as one team.",Penuh waktu,"['SQL', 'Database']","['tableau', 'power bi', 'QlikView']"
Head of Data Management,Company Confidential,The Head of Data Management will be responsible for overseeing the data management process while leading the development and implementation of advanced analytic strategies.,Penuh waktu,['Unknown'],['Unknown']
AI Engineer,PT Unirama Duta Niaga,"Job description & requirementsCompany DescriptionUnirama Duta Niaga (UDN) is among the most prominent distribution companies in Indonesia with 50 years of experience. The firm specializes in consumer goods and has multiple branches in various cities.Since its inception in 1971, Unirama has evolved into an FMCG supplier, catering to a diverse range of products, including ingredients and household appliances.Position Overview:As an Intermediate AI Engineer at Unirama Duta Niaga, you will play a crucial role in the development, implementation, and optimization of AI-driven solutions. You will collaborate with a cross-functional team of engineers, data scientists, and product managers to build robust and scalable AI applications that solve real-world problems.Key Responsibilities:- Design, implement, and maintain machine learning models and algorithms.- Collaborate with cross-functional teams to understand business requirements and translate them into AI solutions.- Conduct data analysis to identify trends, patterns, and insights that can inform model development.- Stay up-to-date with the latest advancements in AI and machine learning technologies.- Participate in code reviews and provide constructive feedback to peers.- Contribute to the documentation of code, processes, and best practices.- Troubleshoot and debug issues in AI applications.Qualifications:- Bachelor's or Master's degree in Computer Science, Artificial Intelligence, or a related field.- Proven experience in developing and implementing machine learning models.- Strong programming skills in languages such as Python, Java, or C++.- Familiarity with popular machine learning frameworks (e.g., TensorFlow, PyTorch).- Experience with data preprocessing, feature engineering, and model evaluation.- Good understanding of algorithms, data structures, and software design principles.- Excellent problem-solving and analytical skills.- Effective communication and collaboration skills in a team environment.- Experience with natural language processing (NLP) and computer vision.- Knowledge of cloud platforms (e.g., AWS, Azure, Google Cloud).- Familiarity with deployment and monitoring of machine learning models in production.- Previous work on projects related to autonomous systems or robotics.SkillsSoftware EngineeringMachine LearningC++CultureAt PT Unirama Duta Niaga, we are adaptable, balanced, collaborative, fast paced and innovative.Benefits and perks of working with us include:Compensation:Competitive salariesLifestyle:Casual dress code, Company outings, Flexible hours, Free food",Penuh waktu,"['Python', 'Azure', 'AWS', 'Machine Learning', 'tensorflow']",['Unknown']
Data Manager,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!‎‎Job DescriptionBecome thinking partner to Accommodation stakeholder. Design, perform, and disseminate descriptive or diagnostic analyses with valuable findings and actionable insights to better understand the current business performance and/or potentialsDesign, test, and collaborate with relevant parties (e.g Product Eng., Data Eng.) to enable, extract, or enrich data/data pipeline. Develop ETL pipelines within a robust framework that is highly automated and re-usable for different use-cases.Develop dashboards not just for monitoring, but to produce actionable insights that decision makers can use to conduct data exploration, or derive quick insights.Work with the business to answer tactical questions, often via our experiments platform, that will affect the development of product features.Work with the business to answer strategic questions that will affect the long-term goals of the business.Our tech stack: BigQuery, dbt, Python, Github, Google Looker Studio, Tableau‎RequirementsPassionate in data, analysis, or insights with high curiosity and skepticism.Good communication, presentation, and storytelling skills to deliver data-inspired findings.Comfortable working with open-ended questions and potentially ambiguous problem statements. Able to prioritize and manage multiple stakeholders5+ years of data role experience (analyst, scientist, or engineer).5+ years of hands-on experience with SQL, spreadsheet, and R/Python.5+ years of dashboarding experience with BI or dataviz tools (Tableau, Looker Studio, Domo etc.).Prior experience in conducting statistical experimentation or A/B testing is a plus.Prior experience in working on cloud platforms (GCP, AWS, Azure, etc.) is a plus.Bachelor/Master’s degree majoring in Statistics, Mathematics, Physics, Computers/Informatics, Engineering, or Economics is a plus.‎If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Penuh waktu,"['SQL', 'Python', 'R', 'Azure', 'AWS', 'GCP']","['tableau', 'looker']"
Data Scientist,PT Trinusa Travelindo,"It's fun to work in a company where people truly BELIEVE in what they're doing!‎‎Job DescriptionOur data science team is responsible for solving complex problems and optimizing various aspects of Traveloka’s business. You will get a wide range of exciting opportunities to bring impact by helping to make decisions at scale across our various business lines, and get to work with the brightest minds in the industry. Join us in revolutionizing the travel industry through data!Key Responsibilities:Collaborate with multiple business units to understand their challenges and goals.Translate business goals into technical requirements and actionable insightsDevelop, implement, and maintain data-driven solutions and systemsOversee and manage multiple data science projects, ensuring they meet the business objectives and are delivered on time.‎RequirementsQualificationsBachelor’s degree in Computer Science, Data Science, Statistics, or a related field. Master's degree or higher preferred.Minimum of 5 years experience in data science or a related role.Excellent understanding of business operations and the ability to translate business requirements into technical specifications.Experience/familiarity with some of the followings:Causal InferenceEconometricsSimulationOptimization TechniquesStrong expertise in Python and experience with ML/Stats libraries (scikit-learn, LGBM, XGBoost to name a few).Proficient in data manipulation and analysis using SQL.Experience with Cloud-based tech stack and Docker. GCP will be preferred.Proven experience in managing data projects from inception to completion.Exceptional interpersonal and communication skills, including the ability to describe complex technical concepts to non-technical stakeholders.Proactive, self-motivated, and able to work independently.Good to HaveExperience in deep learning frameworks like PyTorch or TensorFlow.‎If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",Penuh waktu,"['SQL', 'Python', 'GCP', 'tensorflow', 'Deep learning', 'scikit-learn', 'docker']",['Unknown']
Senior AI Engineer,PT Mid Solusi Nusantara (MEKARI),"Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Mekari Talenta, Mekari Jurnal, Mekari KlikPajak, Mekari Flex, Mekari Sign & Mekari Qontak) have been used by tens of thousands of businesses in Indonesia.To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.Main Responsibilities:We are seeking a highly skilled and motivated AI Engineer to join our dynamic team. As an AI Engineer, you will play a crucial role in building cutting-edge AI features from the ground up and conducting research and development in the field of Machine Learning (ML) and Artificial Intelligence (AI) frameworks. This is an exciting opportunity for individuals passionate about pushing the boundaries of AI technology and contributing to innovative projects.Key Responsibilities:Design, develop, and implement AI solutions, including but not limited to natural language processing, computer vision, and other machine learning algorithms.Collaborate with cross-functional teams to understand business requirements and translate them into AI-driven applications.Conduct research and stay updated on the latest advancements in ML and AI frameworks to propose and implement innovative solutions.Work on the full AI development lifecycle, from ideation and proof of concept to deployment and maintenance.Optimize and enhance existing AI models for improved performance and efficiency.Collaborate with data scientists and software engineers to integrate AI capabilities into existing systems.Stay abreast of industry trends and best practices to continuously improve the company's AI capabilities.Requirements:3+ years of experience in building usable machine learning or AI products for end user.Bachelor's or Master’s degree in Computer Science, Artificial Intelligence, or a related field.Proven experience in developing and implementing AI solutions, with a focus on building features from the ground up.Solid understanding of machine learning algorithms, neural networks, and deep learning techniques.Experience with popular LLM frameworks and libraries such as Langchain, LlamaIndex, etc.Familiarity with natural language processing, LLMs such as openAI, LLAMA2, Claude, etc.Demonstrated ability to work on cross-functional teams and communicate effectively.Strong problem-solving skills and a proactive mindset towards learning and adopting new technologies.Working Arrangement: Hybrid.Office location: Sudirman, Jakarta, Indonesia.Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.We wish you the best. Hope to see you around soon!",Penuh waktu,"['Machine Learning', 'Deep learning']",['Unknown']
Sr Engineering Manager Data Platform,Asuransi Astra,"Manajemen Data: Mengelola dan mempertahankan keberlanjutan data perusahaan, termasuk pengumpulan, penyimpanan, pengolahan, dan keamanan data yang relevan untuk operasi dan analisis.Analisis Data: Mengidentifikasi dan menganalisis data terkait penjualan mobil bekas, perilaku pelanggan, dan tren pasar untuk memberikan wawasan yang berharga kepada manajemen dan tim pengembangan.Strategi Data dan Analitik: Membangun strategi data dan analitik yang efektif untuk mendukung pengambilan keputusan yang berdasarkan data dan memastikan keakuratan, kualitas, dan integritas data.Pemantauan Kinerja: Mengawasi kinerja website dan aplikasi penjualan mobil bekas, melacak metrik kinerja, dan mengidentifikasi peluang perbaikan atau peningkatan berdasarkan analisis data.Kolaborasi Tim: Bekerja sama dengan tim pengembangan, tim pemasaran, dan pemangku kepentingan lainnya untuk memahami kebutuhan data, mengembangkan solusi analitik, dan menyampaikan wawasan yang relevan.People Management: Membuat Individual Development Plan atas setiap member dan memantau aktivitas keberhasilannya secara berkalaStrategic: Menyusun Activity Plan setiap tahunnya termasuk Budgeting, melakukan review secara berkala atas pencapaian Activity Plan tersebut dan mereview penggunaan Budget.Gelar Sarjana dari jurusan Teknik Informatika/Sistem Informasi/Teknik Komputer/Manajemen Informatika atau bidang terkait dari universitas terkemuka dengan IPK minimal 3,00.Minimal 6 tahun pengalaman kerja secara keseluruhan dan pengetahuan mengenai manajemen dan analisis data di perusahaan.Memiliki kompetensi dalam Data Analysis, Data Management, Data Technology Solution, Big Data Technology, Project ManagementKemampuan kepemimpinan, analisis, dan komunikasi yang kuatBersedia bekerja di kantor (lokasi: Jakarta)",Penuh waktu,['Unknown'],['Unknown']
Lead Generation (Data Mining),PT Mid Solusi Nusantara (MEKARI),"Mekari is Indonesia's No. 1 Software-as-a-Service (SaaS) company. Our mission is to empower businesses and professionals to progress effortlessly. Our products (Talenta, Sleekr, Jurnal, KlikPajak) have been used by tens of thousands of business in Indonesia.To reach millions, we need more people like you: entrepreneurs, builders, owners inside the company who are eager to grow at scale. Join us to empower more businesses with technology.Requirements:Preferably within the B2B market.Have experience min. 1 year as Lead Generation/Data Mining.Good Communication, High Motivated, and Independent.Fast Learner and detail-oriented.Job Description:To find or exceed activity quota for calls, conversations with business leaders.Responsible for managing the prospect database to ensure the validity of each prospect record to enable efficient and effective outbound sales and marketing activity.Finding various potential leads and links through social media, emails & cold calling & converting them into Business.To generate new customers for the company as well as passing higher usage leads to the Sales team.Ability to effectively communicate with business leaders and professionals.Excellent follow-up skills and attention to detail.Responsible for and managing Inbound calls.What You Will Get:Competitive salary + daily allowancePrivate health insurance (outpatient, inpatient, maternity, dental)Allowance for sports activities and glasses/contact lensesStrategic office location, accessible by MRTFlexible working hours and remote work cultureNotebook Ownership ProgramFriendly and dynamic work environmentOpportunity to take part in growing Indonesia's no. 1 SaaS companyOur team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.We wish you the best. Hope to see you around soon!",Penuh waktu,['Database'],['Unknown']
Data Analyst,PT Pasifik Satelit Nusantara,"Job description & requirementsJob Description:Understanding the business requirements so as to formulate the problems to solve.Restrict the slice of data to be explored.Collecting data from various sources.Performing cleansing, processing, and validation on the data subject to analyze, ensure its qualityExploring and visualizing data.Performing statistical analysis and experiments to derive business insights.Clearly communicating the findings from the analysis to turn information into something actionable (reports, dashboards, etc).Requirements:Experience solving problems in the project’s business domain.Experience with data integration from multiple sources (databases, NoSQL data)Proficiency in at least one query language, especially SQL.Experience with NoSQL databases, such as Cassandra and MongoDB.Experience with popular statistical and machine learning techniques (clustering, linear regression, etc).Good scripting skills. Familiarity with Python is a plus.Proficiency in at least one data visualization tool (Matplotlib, Plotly, D3.js, ggplot, etc).Experience with BI tools such as Tableau and Power BI is a plus.Team spirit; strong communication skills to collaborate with various stakeholders.Good time-management skills.BSc in Computer Science, Mathematics, Statistics, or relevant fieldSkillsCassandraPythonSQLNoSQLTableauD3.jsMongoDBCultureAt Pasifik Satelit Nusantara, we are balanced, innovative and energetic.Benefits and perks of working with us include:Compensation:Competitive salariesLifestyle:Casual dress code, Flexible hoursWelfare:Health insurance",Penuh waktu,"['SQL', 'Python', 'Machine Learning', 'NoSQL', 'MongoDB']","['tableau', 'power bi', 'matplotlib', 'plotly']"
Senior Data Analyst,PT Bank Amar Indonesia,"Job description & requirementsAbout the position:As a part of the Data Analyst team, you will collaborate with our Stakeholders to solve the problems with providing data & analytics solutions. You will play an essential role in the success of creating a data culture in the company by ensuring our Stakeholders can produce data-based decisions. If you are detail oriented and love to work with millions of data, this role can give you the chance to fully develop not only in technical aspects, but business & product acumen as well.Responsibilities:Provide analysis to measure impact of new feature, business flow, campaign and present the result in visual way to make data storytelling easierCreate new & manage automated report/dashboard based on requirement defined by Stakeholders to ensure Stakeholders consume correct and latest dataCreate new & manage Data Mart to make work easier & fasterEnsure correctness of data by collaborate with Data Engineer to maintain data quality aspectBecome strategic partner with Stakeholders from various background by advising new metrics, data source, visualization and other analytical methods for better data-based decisionsMust be capable of tailoring complex messages into simplified and business applicable materialAware of beside high accuracy, speed delivery of task as important as wellStay up-to-date with data and analytics trendRequirements:Have experience related with data (Data Analyst, Data Scientist, Business Intelligence, Business Analyst, Product Analyst, etc) at least 3 yearsCan create user friendly and insightful dashboard/report using one of various BI Tools (Eg : Tableau, Power BI, Google Data Studio, etc)Can operate various type of data sources (eg. NoSQL, RDBMS, JSON, etc) to be implemented in analysis & report/dashboardHave experience to provide analysis (Descriptive/Diagnostic/Predictive/Prescriptive) with help of analytics tool (Eg : Big Query, Python, R, SPSS, etc)Have knowledge of Data Mining concept (Eg : Statistics, Machine Learning, Forecasting, etc)Experience to process Core Banking data and fully understand end to end flow process of Digital LendingCan explain of own project which he/she worked on using great storytelling skillThinks of a more holistic approach/cross functionsComfortable working with million rows of dataThinks out of the box to propose and implement an alternative solution if neededGood intrapersonal skills to collaborate within/across functionSelf driven, high curiosity, problem solving mindset and very detail orientedBonus point if:Have experience using Google Big Query & LookerHave experience to explore data from 3rd party platform (eg : Web & Mobile Analytics Platform, Marketing Attribution Platform, API logging platform, etc)Have best practice to build Data MartSkillsSQLMySQLPostgreSQLPythonTableauGoogle AnalyticsData AnalysisData MiningData VisualizationCultureWho are we?Amar Bank is one of the most technologically advanced digital banks in Indonesia. Our leading digital lending product, Tunaiku has the distinction of being the first FinTech product in Indonesia. We are also the first digital bank on the cloud. As the first profitable digital bank, we managed to get listed on the Indonesian Stock Exchange.How did we manage to do that?We are changing people’s perception of a bank. We believe we are the innovators who combine customer focus principles with creating technology-based impact. We incorporate freedom and flexibility as part of our startup working culture DNA to encourage innovation in creating better financial solutions for the banking industry. We think of ourselves as, ‘A technology company with a banking license’. For this reason, we ‘Act like a FinTech, and think like a Bank.’How did it all start?Founded on March 15, 1991, in Surabaya as PT Anglomas International Bank (Amin Bank), the bank was acquired by Tolaram Group and transformed to PT Bank Amar Indonesia (Amar Bank) in 2014. It has then undergone a significant digital transformation to become one of the country's forerunning fintech institutions through its award-winning digital lending platform, Tunaiku.Our philosophy, mission, and visionTechnology must impact lives, must improve lives. We exist to provide banking to those who ‘need’ and not only to those who ‘want’. Services when provided to those who need at the time of their need brings smiles. Our vision is to bring 200 million smiles.More about the bank with startup culture environmentConsist of 1000+ people, you will meet people who love to grow, dream big, and actually have fun at the workplace! We provide a great working environment that pushes people to grow outside their comfort zone. People with high drive and ambition find us a very attractive place to work as their career growth matches their own drive and not any staid policies. Thus we hold the honor of being awarded “Best Place to Work in Indonesia”. Recently Amar Bank was awarded as Inspirational Brand from APEA (Asia Pacific Enterprise Awards) 2022. Of course, our innovation won't stop here. So if you would love to be a part of it, have a growth mindset, and are constantly hungry for challenges, we invite you to join us in our journey to ‘Impact Lives’.Join us today and create #unlimitedinnovations!About the company",Kontrak,"['Python', 'R', 'Machine Learning', 'NoSQL']","['tableau', 'power bi']"
BUSINESS INTELLIGENCE,Wilmar Group,"Determine and define project scope and
 objectivesPredict resources needed to reach
 objectives and manage resources in an effective and efficient manner
 Develop and manage a detailedproject schedule and work planProvide project updates on a consistent
 basis to various stakeholders about strategy, adjustments, and progressUtilize industry best practices,
 techniques, and standards throughout entire project executionMonitor progress and make adjustments as
 needed.Measure project performance to identify
 areas for improvement",Penuh waktu,['Unknown'],['Unknown']
Senior Software Engineer - Data Platform(1),PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),"About the RoleAs Gojek is undergoing exponential growth, our data has followed the same growth curve. Thus, as an integral member of the Data Platform team, you'll be at the epicenter of one of Southeast Asia's most coveted companies, and get to witness and solve the challenges that come with rapid scaling.This role is for you if you are passionate about Data engineering and have expertise in building data batching and streaming pipelines. In this role, you will be required to build robust data engineering products and infrastructure that help the business in achieving its objectives through a data-driven approach. In order to succeed in this role, you should have a product mindset along with a strong vision of building a massively scalable data engineering platform.Code, Design, prototype, perform reviews and consult in the process of building highly scalable, reliable, and fault-tolerant systemsBuild and manage the data streaming platform to process and analyze a large volume of messages in real-timeContainerization and deployment of microservices on KubernetesDesign and deploy the data engineering applications on Google Cloud PlatformAuto scaling and monitoring performance of the streaming Infrastructure and applications by using Prometheus and Grafana or similar toolsCollaborate with the team to ensure that the service level objectives and agreements are achievedCommunicate and collaborate effectively with product, data science teamsContinue to stay abreast of the latest technologies in Event processing and Big Data space to inform/suggest new technologies and best practices to trial4+ years of software engineering experienceExperience with containerization, including Docker and KubernetesDevOps experience in implementing large-scale data stacks using Gitlab and DockerMust have hands-on experience using any of the cloud platforms (AWS, GCP, Azure), with thorough knowledge of cloud conceptsExperience in building real-time streaming applications using Flink/SparkDemonstrated ability to take initiative and accountability for achieving resultsStrong interpersonal and communication skillsPassion for learning new things and solving complex engineering blockersAbout the TeamGiven the nature of Gojek business, the need for streaming solution to combat multiple problems across the company keeps on increasing. Our streaming pod within the Data Engineering team takes care of solving complex problems which need near real-time solutions. This is done by a team stationed across India, Singapore & Indonesia. We are responsible for running hundreds of instances to deploy our products. These products apart from being open-sourced solve multiple problems like integration with Kafka, data aggregation, feature engineering, and much more.We are seeking enthusiastic individuals who thrive in a fun-loving culture, where laughter and enjoyment are an integral part of our everyday work environment. At our company, we believe that a happy team is a productive team, and we foster a culture that promotes creativity, collaboration, and a sense of adventure.About GoTo GroupGoTo Group is the largest digital ecosystem in Indonesia with its mission to “Empower Progress’ by offering technological infrastructure and solutions for everyone to access and thrive in the digital economy. The GoTo ecosystem consists of on-demand transportation services, e-commerce, food and grocery delivery, logistics and fulfillment, as well as financial and payment services through the Gojek, Tokopedia and GoTo Financial platforms.It is the first platform in Southeast Asia that hosts these crucial cases in a single ecosystem, capturing the majority of Indonesia’s vast consumer household.About GojekGojek is Southeast Asia’s leading on-demand platform and pioneer of the multi-service ecosystem with over 2.5 million driver partners across the regions offering a wide range of services such as transportation, food delivery, logistics and more. With its mission to create impact at scale, Gojek is committed to resolving consumer problems and raising standards of living by connecting consumers to the best providers of goods and services in the market.About GoTo FinancialGoTo Financial accelerates financial inclusion through its leading financial services and merchants solutions. Its consumer services include GoPay and GoPayLater and serve businesses of all sizes through Midtrans, Moka, GoBiz Plus, GoBiz, and Selly. With its trusted and inclusive ecosystem of products, GoTo Financial is open to new growth opportunities and aims to empower everyone to Make It Happen, Make It Together, Make It Last.About TokopediaTokopedia is an Indonesian technology company with a mission to democratize commerce through technology. It has been a driving force behind Indonesia's digital development since its foundation in 2009, with more than 99% of districts and empowered around 12 million merchants listed nationwide. With Nakama ranging all across Indonesia, Tokopedia aims to simplify the lives of many to #FindYourPurpose together.GoTo and its business units, including Gojek, Tokopedia, GoToFinancial and GoToLogistics (""GoTo"") only post job opportunities on our official channels on our respective company websites and on LinkedIn. GoTo is not liable for any job postings or job offers that did not originate from us. You should conduct your own due diligence to prevent being victims of any fake job scams, if they did not originate from GoTo's official recruitment channels.",Penuh waktu,"['Azure', 'AWS', 'GCP', 'docker', 'kafka']",['Unknown']
Senior Data Enabler & Delivery,PT XL Axiata Tbk,"Data Enabler (DE) will be responsible for assessing business requirements and executing data transformation processes to ensure data from multiple sources is integrated into a standard, consistent and unified view for analysis and decision-making purposes in order to meet identified business objectives and ultimately support XL Axiata's core business operations.DE will be working with cross-divisional teams such as Solution Architects, Analytics team, AI team, Core and IT System team, Data Governance and Privacy team, and Business Units to build scalable data pipelines to support prioritized initiatives, task force, and business-as-usual (BAU) data deliveries.The scope of work of a DE includes Data Profiling, Data Mapping, Data Integration, Data Transformation, Data Quality Assurance, Data Analysis, and Data Documentation.Requirements :5+ years' experience in data engineering.Experience designing data pipelines, integration, metadata, and master data management.Experience implementing cloud solution, big data strategies, data integration framework, and best practices in practical ways.Technical competency and experience working with:AWS: S3, Athena, Redshift, DynamoDB, EMR, Lambda, GlueGCP: GCS, BigQuery, Pub/Sub, DataflowCode Languages: Python, Java, REST API, Ab Initio (optional) or similar tooling for data engineering & big data.Operating Systems: Unix, RedHat, LinuxNetwork Protocol: SCP, SFTP, FTP, SSHFormat Messages: Text, XML, JSON, Protobuf, ASN.1Relational Databases: MySQL / PostgreSQLApache Cloudera Ecosystems: Yarn, Hive, Impala, Kafka, SparkCI/CD ToolAbility to communicate and influence at leadership level with gravitas and conviction.Ability to explain complex concepts and present integrated data to the non-technical stakeholders.Ability to embrace and adapt changes in a dynamic environment.Experience in telecommunication is highly desirable.",Penuh waktu,"['Python', 'MySQL', 'AWS', 'Hive', 'kafka']",['Unknown']
Data Scientist - Risk Platform,Company Confidential,"Job DescriptionWe’re looking for fresh graduates with experience in manipulating datasets and building statistical models for credit risk by leveraging machine learning techniques. You will partner with business, product, and engineering team to explore, determine, analyze, propose, and solve some of the most challenging business problems in lending and reduce risk. You will perform deep-dive exploration and analysis to find improvements in our existing framework. You will be submerged in a fast-paced environment working tightly in a strong team of data scientists and experience firsthand our robust data infrastructure.ResponsibilitiesPerform features selection, parameter binning, and optimize custom predictive machine learning models for credit risk scoringQuery, process, cleanse, and verify the integrity of data used for analysisAnalyze key metrics to determine risk and explore areas for improvementsCreate reports and dashboards to monitor model impact and performanceHelp build the variety of data ingredients needed to do modelling effectivelyMaintain the credit risk model platform which is utilized by the teamProvide advice and guidance on potential efficiency gains and new state-of-the-art credit risk modelling methodologiesQualificationsBachelor degree in an analytical or quantitative discipline (e.g. math, statistics, engineering, computer science), however other disciplines will be consideredExperienced in using statistical computer languages such as R, Python SAS, SQL, or advanced MS Excel skills is a plus.Have good communication skills and able to work together in a teamExcellent problem-solving skills and have the drive to learn and master new technologies and techniquesWillingness to learn new skills independently and have a strong sense of project ownershipNot afraid to get your hands dirty to explore data and build statistical models",Penuh waktu,"['SQL', 'Python', 'R', 'Machine Learning', 'Excel']",['Unknown']
